address,weight
0x0d6e94d085a597f316be1833649e05a45103e873,3
0x0dd807113d19f1089c6cc98c775acde182f93194,1
0x0de92626498717585f06e5bf5b85a7a88872f5b3,1
0x0e4b8a0c697d5695fe63de2da003f1960a5e5956,1
0x0e569d21238a29d82acbee5e51c717bac80a2dd8,3
0x0e815c6156e2be737bd8e81d145d816a517ceba1,2
0x0e8ea7ad139c5eb10c6d1076962617d458d0aed6,2
0x0e9b85b830f694f8a792ba721dffe06c7e256588,1
0x0ea7d69be83460913e8b6428302d468bda585d1b,2
0x0ed7c72398379f60ceec0659e3ad6bfdbaa465a8,2
0x0f03d543f782c99da39552a12e37a443fbd80e70,1
0x0f0b4e2d2dd6abd49406a453d5abaacb1a49abb3,1
0x0f206ced2f276514e2c73d78294028ebaee27d66,1
0x0f4be9f208c552a6b04d9a1222f385785f95beaa,5
0x0fa8e6518e2f5c2fcf5c2d09f8b2ca443bd5b853,1
0x0fb20260d3e8b9d3023ca3a5d3423da7c316e6a8,3
0x0fcf87f1ca8ea435f2517880a33329005c464127,2
0x0ff9b6ab6ec58ceb6d5ae8a1690dd5a0959ad002,1
0x10061123876ceea12642342afe829444b7e0d48a,1
0x102717d982642b294ad4033b04f7b6262dac915f,1
0x10454b05eb75170a20fec4b1ed03586ba8403d20,1
0x106b1319645d45694596f6c7c5d80ffaeb447097,2
0x10c16c7b8b1ddcfe65990ec822de4379dd8a86de,1
0x10c598cf1da2a558561820d9224a7c8535eb24ce,1
0x10d2a2ccddbf3ed58ba4722a30d97660a01ee270,3
0x10f5d45854e038071485ac9e402308cf80d2d2fe,1
0x111ae4d8db445c46b4c342abbbb508519275d3c3,1
0x114b242d931b47d5cdcee7af065856f70ee278c4,1
0x119383b0051e920d6161cee971247d625b8d69cb,1
0x11d15c3dc69018b6e03c061b93bb9295eec50de2,1
0x11d5f45239a2833a0a95596b1317a36cb04b5268,1
0x123316af6862bd440a18e464f4010aa42c8540a6,1
0x1258b93cc472ebe7d97d16947ab82a7189b4dee2,1
0x1289f94bcc60ed9f894ab9d5a54c21b3d4b3f2da,1
0x12b340447509d55e7883a2ecb8c3f59e46f253f7,2
0x12e322ef04da64246412536f8eb60d6a402a59f9,1
0x12ef58947285f01ce8d8ecd90b3ea384b022cd1c,1
0x13224f6760c29f4da18ee3fc5436e64010f0c1b0,3
0x1372eda77df5a048db8af4db3d8680ff56388824,5
0x13838884271ec954cb036d0b29d404afab5eae2a,5
0x139aaf232c99a552890e2c2e71cd0380b01fb2fb,1
0x139f266fcc254e643a021c40cb95ec6459381048,1
0x13bdae8c5f0fc40231f0e6a4ad70196f59138548,10
0x13d75851ba4bc661c8d0e10b7f51bbf95a3e448e,2
0x13dda63c28bb95fe9822fea43ad5feaa966636a9,1
0x13e35b33b929bd96a004ea88d1fec552b205a23b,1
0x14133dd0285c5804646482d4743c048e2a5ae2ec,1
0x1434b95234155da830c20d02548af22f14a38fbe,2
0x1435897bf06becaf783fa3d626d3557f51c4a00d,1
0x1451992f7df4d1819928e87e4f8819d4ac7060cb,1
0x145aa20fe7f57d43e0395afe5aba3bd5b22e1fd3,1
0x14a5eb6a2434407c1d99b610c3070f4458d56be6,1
0x14b889b25e70f60d8dc0aa5f10c83680add61351,3
0x14ca9669a2d8e353560b85474575c5ffde245220,2
0x14cdd1552530ac4c38bf6c4fb31d8822560d15b3,2
0x14ce500a86f1e3ace039571e657783e069643617,3
0x14fd9303bf2386b47c6ad72631fed472a43214c6,1
0x1500aea18ecf78c8508b6d1559e0462f63fe5d15,2
0x15448e7e8002ea3e406e3f900bc71b1f9e5bcbc2,2
0x15479cdae2d3ae2e276e3ac9ece5c2422665ab58,2
0x154db26c46b35002f5ebd7b4a5d18b3290411b70,2
0x1555b33aada7318b09f9bedec86ef312006c4f2d,1
0x15b5d186ce03817f32266e3026fcca45a003aa68,1
0x15bded9ecc12ece06429cb624ac40697b0de57a5,10
0x15bef7bd3a15569b8b70b6b3d6aa30fc0a80317c,1
0x15d693444abd97710437de8b9bc271137994cf5e,1
0x15fab1cc5262d69853b1196f74d38c7fc96fc6d7,3
0x1656454c5e8c8054a25c8f49cd9e60bf25ce1b75,1
0x167e60558162c8fd4e5db25c5dc6c46737b131b2,1
0x167ec339e5539100bc453ac349f012e194bf85a3,1
0x1684c382352fa8992e2d12264b08cbfd8e06b7b1,3
0x16a1f016a5a371ad096be434b287b1151c4d7cb7,1
0x16a3c4ab0db726bee89ad1b563b3eef21c4c0406,3
0x16a3f0f5e1bb0a3fd9c29f2f208ee1b8b2afd94e,1
0x16a8348df50a76d43d00571e6ce50049ea2008f0,1
0x16d03f5033541da2d33998fdf4c83674162ea8bf,1
0x16ff8ad104fa6195260a6d4a3f311c5f120df77d,1
0x1708bdfa333f81993a1edcfec6821a3ec563ea06,2
0x171ea6acdda2cb411e4763d71e91b10d96b64f81,2
0x172b1579093e4fb27cb288146c59489cdca863c6,1
0x1748e6c7332c96521088840de8e80b4e4743ac67,1
0x174c11f64118ea05e03a4ce8e826211c30f30a49,1
0x1765a1b1cf3f083edc084e72301caa51f89e4028,1
0x1768de8f4f23d495c25ee5a25b4e1f8f14670613,1
0x177821cbe97b3eb0a20de1fd534bc7160cbcd76e,1
0x1797c3bcebf8c858a916fcbbd0359f65f5484915,2
0x17a91203a9e9c3519c2f76210497ef7f4be2352f,1
0x17bf77763c67e86724399431ee3e7920b31b0595,1
0x17c65468f4493b53e4e242a9671c91bbf445c1b9,1
0x17dc4aa0227a4d4f3b4196196dc9bfad08ec8e57,1
0x17dfd18987b6b131686fea478600b75d11193335,1
0x17ebee050c312567ad0038c0a703779401cb0fe0,1
0x1824befc17aedbc57991c9d7c7fee1bf18ccce63,1
0x18281a5713b251932ecefb8e8a7e52fad3ab3dfa,1
0x183b55b55127d35d3424e838aad045692045a144,1
0x183bdb344a07ee3d27f07ac4799a56e4a2fe5439,1
0x184f44a581a3fdf67e834cf2a0f193cbdd08a3b9,1
0x18564be77aed882651d2c0c791477bde4a0f8c3d,2
0x185c034bdc0ca1d66dc75650d33dea190315595b,3
0x186bad94057591918c3265c4ddb12874324be8ac,3
0x188cf2786fe9f011056fa4aa1da6870273c493b9,1
0x189309369de66281c05b98acbbb7f893dd6abe3d,1
0x18c18803a9eb6e032f50e97e6637ca8f811cc118,2
0x18c6a47aca1c6a237e53ed2fc3a8fb392c97169b,3
0x18c8f1222083997405f2e482338a4650ac02e1d6,5
0x1915352c98acb70b56af85fd98a93570b1103314,1
0x1918c175bbb4bb33e64e514350b22c8f3f7a5562,1
0x1928785e5582d2866b293c96ca8bf0f7a19a1178,2
0x192bdd30d272aabc2b1c3c719c518f0f2d10cc60,2
0x193641ea463c3b9244cf9f00b77ee5220d4154e9,1
0x195d5c9a18348765f2bd62a7dc8d389554a28d82,2
0x19823530912a2dd909b211c7cdf6a6fd1aa56af9,1
0x19935d31af29c8c7dd7a975b86ea63d712e4270f,1
0x1996ad1b5602e025966d44af0b239915aae17a90,1
0x19a7407430a31a81df83f54b66805402577fadd3,2
0x19e3293196aee99bb3080f28b9d3b4ea7f232b8d,1
0x19f2cdd5aaa2cdebce40caf2005543393b6e3d3c,2
0x1a0b8eb610ed3489b577892950bb6be36358167d,1
0x1a4f547aeacb962b67ec2fa35b803da4f5f9b9d0,2
0x1a5adee23ffbdef58d41c1addac2521ca600b950,2
0x1a706173c9b73b47f23cf81d9845541f828c8b45,1
0x1a8167907256ece255be4563c141c88ee16427ca,3
0x1aaf5e41c2c73617bc120097547a3410caf6718a,3
0x1b20ea8afd7f82fac122683d00e6b598064941b3,1
0x1b35fcb58f5e1e2a42ff8e66ddf5646966abf08c,3
0x1b3dff537b7d46a0d30b1d20b101c483586747aa,1
0x1b4138fa9473dca72f76351858be6dbcfccf34fd,1
0x1b4c3a69ae07d42ba57ef7ae3eba2e924628104d,1
0x1b4cad2cb2ad1b4df797aacf046576a8d75acd45,2
0x1b5b4fcedf1252cd92496a2fd5c593b39ac49b01,1
0x1b63142628311395ceafeea5667e7c9026c862ca,1
0x1b686ee8e31c5959d9f5bbd8122a58682788eead,10
0x1b78284595ed8468608da05aa02933b84c6a4183,1
0x1b8eaf5900941cfcc8323529040a48e129a28905,2
0x1b91ee2cb5213c0ae0d712db6be229d4b2b4e0b0,1
0x1b9da462d07512fa37021973d853b59debb761dd,1
0x1c05decb151a459e8b045a93f472d1b238204094,3
0x1c3be20a226333e26833618b96e9d10aa741da6e,1
0x1c5ef5c3e4a6d6f368b8008faedbe8c078553097,1
0x1c7439cba52557aec3847bc61a963fd02f586f57,1
0x1c85d6ae1336d0e4e3f165bbfa9641bfa04cedb1,1
0x1c8ca94ec89da62c0a069767b1fc98b72f9017c4,2
0x1c95a25459edd226acf8061d40c7fb03716371f7,2
0x1c9eadb67e158ac831c3922ea17e370a99bcc8f4,2
0x1cbb572900d024a5996088758cd45e4b24ad276e,2
0x1ccb144b700ec726d37db38c617e154de6d9c0d0,1
0x1d04e429e74fb808767f40280f93a904ff091954,1
0x1d29756e8f7b091ce6c11a35980de79c7eda5d1f,10
0x1d2f34cd3f7adf2c8ba7c3ebb7f070837d441030,1
0x1d309aa3b2e470911508b9ec6bf12a029ae7729c,1
0x1d7cc75476009dac32b6f5dffce5f282f6a06c07,1
0x1dba1131000664b884a1ba238464159892252d3a,1
0x1dbdfb46085a17c3adb146561efe7b0e43a8b785,2
0x1df2535cf0956abec21c4738534885d3849d6578,1
0x1e0c99996f7d1f6b700784c1f72c7b3d3edd1baf,1
0x1e2d99accc188ffbd77c0d476ff5a6aacfa96ef9,1
0x1e39cc29009ed4760c186d8771295c1e224882d4,1
0x1e51745bdb4436563097833ba83dcc51109d9fa8,1
0x1e5af7b64cecd78f0141450e942f19b1935c495e,1
0x1e857bf05cec1bd14785a2b63751e143e882a451,1
0x1eaaf618c5bd2a34b0b0204f1b71f34090a61bca,1
0x1ead7a809eabca2b8ba1344bf5e69431e9e6f750,1
0x1f51221d0a6a2fd1ca80712f941185bbcbc24e1e,1
0x1f695788cb40ee2cff31694b128599696294fc9a,1
0x1f7ffae0d8237cadcf4f90b71b79d993144bf672,1
0x1fe270065274fdc9c5e178ae48df79d9eda2e767,2
0x2007db9f019db121c8534b3bb779f9fb19282614,1
0x202d3834795fa05b2633f8de5b3bd506960f2b67,1
0x20327e71a92aada0d2327cd455d748b5e11bea5c,2
0x204bfb4889f6370f4627de4056db557527198e66,1
0x2068d14ee50772dd6e89c6f64f32adad0cc936ef,3
0x20ad4f5eec811569287cfaed1cf2e8f793db4c2b,1
0x20c15672768d4d9d21768c498b5e2fb0123b281d,1
0x20db7644ed338c70b67783c2246d2d917dd4aa76,2
0x20ea21b8c700c9186f4f910db0a39578f13156ea,3
0x20eadfcaf91bd98674ff8fc341d148e1731576a4,1
0x20eb6c4f1221c3d3029761c396eceda6114e1a05,2
0x210b0d0694ff95c99dd693dd89cdf2f88de6bec4,2
0x21532d4267648191bef7a33c813c43cf90a6fa78,1
0x2168577af945529fc223e3a2f6d55cc68d8f294a,1
0x2169ec73eeb5287ed3180b401b6383beaf5a2011,1
0x219566c1a2c9642814280998f7b8d26ced457b9a,1
0x21aba71724de1114a0226d7de9e7b2c01d77067a,2
0x21c0a2c88df089de73f09b0ad33a2cd76b9b69ee,1
0x21d5e578dc101a132b1457f8a696e8eeff97a4b1,1
0x21fa2cf8e56b9938402a7e08703bfbe4be0943fb,1
0x2229b56cbe20dd9e3dd8c0f45dd84d6d4159c3d9,1
0x2238287464bfd7a2dc2b29fe4116365e39aa69c5,1
0x2247dc43cdcdd4b7594f9b0bcc8117b9a6d52377,2
0x22510fe99f63ae03ba792c21a29ec10fd87cae08,1
0x225e1efc9b026d3f46b9f437633bd379bdb1766e,1
0x2272a321f0151189d66881f5c0971899897ef71b,2
0x22f2a6be015a3951cf75d4883167b9f79699cd4b,2
0x237c8aea434de4784d23d145069c6d0bef629a19,2
0x23c910023a65a2a18f0b5c8ad1206530d75ce0f7,1
0x23fb34f91ce9dc6d8b0051baaba39c16a1352222,1
0x2416160f6ca04751ac71361f11bce8d978ee7b88,1
0x242abfb687141b75e4d7a271b839b2ced04bbb5d,2
0x2437db820de92d8dd64b524954fa0d160767c471,1
0x245b0a88060d9e992e7950922c86fea91dd40fde,1
0x2462433b7874f33b74395d17e8619e8eb9eda5f8,1
0x24749aedf18208ab74a8110e07e820286bb5acf8,3
0x24878dc8aedeaf05c7097bbfe65a97c2fc13d15e,3
0x2498f34bf4276e8b535717701ab6b2d3c50310d5,1
0x249a8621eacf869efa6a5fe1c4c697dfa818e237,1
0x24c43cc24e9068073fca79e9fce8d8bd14b9f91b,1
0x24fc7a0751bbf53c239cc1d21d2951a5b21f733d,1
0x255749ce8ab1dd14c09787e7405a15ff17c24459,1
0x256e0c8490c693068a7d7923c2535f1aa761f35c,1
0x258876ca79f23e33ff99421b889ced62c8d8c9be,1
0x2594bcad3314cac904a79d2a607276910f2b3893,1
0x25b70c8050b7e327ce62cfd80a0c60cccf057fa6,1
0x25c84be73af28d65e71f092344efd92b2c79e3f9,2
0x25cc275cfe3cce1700e816e00d4cd1f60872038a,1
0x25e48b090b3104a3fb30b19afb6f4850316c5bbf,2
0x2600846f4401ae10ca760604036a891bb896649e,1
0x2635bbab233b9a1cd7703e6c4b80fe39055971d6,2
0x26433f7e29b8d065773e2ff485053460e73b5007,1
0x267fcc4022018e319220dd7ad904c340131021eb,1
0x2681b212d98f811804d0cfb526f3f2de376267d7,1
0x268d2b4c4f856c8665cf6ee4609b5165ff0ebacf,2
0x26a8fb7d71c562766ce9a28c0de6368caa02c06f,1
0x26ba8afe953af1586316020c2610d801881bc1be,2
0x26c75762dfa660acebadcce7f90ef20be3224d3b,3
0x26d29e016f1c2c8d3dcfabbe4de23c161fffe709,1
0x270f7c71e6f56f481baaef9ad149feb9d6624d51,1
0x27108a00aa686c79fb15c79fca4b312030cefb24,1
0x271acfd6f79e9f8b5b0fb0f065d38479407b7ac3,1
0x2744a205b3a599508295e53d0290b949104d57f4,3
0x274d63f40e22f8b3940d9603f633dfeae183668a,1
0x279c250580ffe2c38e11681aebfc2e24eb5ceae7,1
0x27a69ffba1e939ddcfecc8c7e0f967b872bac65c,1
0x27de0fa057415f722365e64a7005d80cb2f3be1f,1
0x27e6e77e29becf2c231d7333959ae9efb0de51ee,2
0x281dbb9ca3f6d48e085384a821b7259abfdc7d66,1
0x28235de0121700a462b5098cff7d3615b050551f,2
0x28296d868cae7d63b24c687fec1feb2677e65fe2,1
0x283ed137787356fcee5bbf19a8663706feb499d8,1
0x284e540c527498d5fa5c48bc852155b0e3ba042d,1
0x2855c893eff9a15236c293e8df845a76cc325c49,1
0x285b7eea81a5b66b62e7276a24c1e0f83f7409c1,1
0x28e5c72bbde77e9dbbe2bfb1d9398a6f6a0f4a9a,1
0x2917634fd7319c38d377fff1d9ccac4505921339,1
0x292802a3cf72419a9a979dd1737aa6c22ee7ee75,1
0x2959c374a9331b93fe56d0ab19ae77236ab4566e,1
0x298d0f26472e364ea84090c80b09b187098f84b8,1
0x2993e1d02b11377f44455aedc618c705acbb0591,3
0x29bc20827013d24dd74ae3864d89f67383ff5bdc,1
0x29ee39be789ada5cbb2051f4bdd70dd735aed7d0,1
0x2a00bd5289ed7502db478d9124ae1bc651dd25e3,2
0x2a06913d5b8748b222e1236768c24ca19198b374,3
0x2a1567732be8a3d0e5e1f9d476aec62b4220667b,1
0x2a92195a610f21f8da1801ff9756aaa11319ef68,1
0x2a986198dae7714e9960dfc5bf0d076b2289f8c2,1
0x2ab6b941a7ac38746feaf1df2c4798b2000465bf,1
0x2ad55394e12016c510d3c35d91da7d90a758b7fd,10
0x2b384212edc04ae8bb41738d05ba20e33277bf33,5
0x2b5a0be5940b63de1eddccca7bd977357e2488ed,1
0x2b825310fb53becc7403f1e80af84c47c9910c46,1
0x2bc996ded6d9325311dee1bd32998e2fc7f9c922,2
0x2c074ce167aee79a77695768dfcf80585c8f5299,1
0x2c11ae904565fa3f47ac785860f5ec8c0368258c,1
0x2c1cdf4182d14066586f2ea5dd82536e9dcc3f0b,1
0x2c301d171b0ad61faf13531d70c1cb1030ddcd28,2
0x2c511d932c5a6fe4071262d49bfc018cfbaaa1f5,5
0x2caafafbc21f65697824f83aeae6a9b1cb2a5b9d,1
0x2cab4d881962d247218356b32abc4aa5c46ba0d2,1
0x2cccaecc8cde703351c71bfff5f1de246e49d963,1
0x2cced186c0b172443884b0dae52695e847ee010d,1
0x2cf514ed2266c7eb9bc71736aa822a8825b4db5d,1
0x2cf56788e5e06d5ee33051c9ad55d9ceb3988bf4,1
0x2d054602f39ee2285fdde7300753e9484d42adbd,1
0x2d2d768fd67b3ce4673049d0c39e2ddf2af4c2bf,1
0x2d5823e8e8b4dfbf599a97566ff2a121cc141d60,1
0x2d59309df7ab517e554b5e9033f7950d57801aff,1
0x2d8304750a8ac17dc1b9a5da1c85c0a55f12c3d3,1
0x2e0d91866fe0b1e3c50829bf3067dcde46720432,1
0x2e1a43010d643da0d648117fde15d17a1fe57df7,1
0x2e1c62353efb3743729e1af6c234b32cc4efaf85,1
0x2e5fedb3b750b51506753bf1171cd3caaeab42b1,1
0x2e6706ece6fb64889fa09d2fc44f924a6112aa92,1
0x2e878d5890d8d6f2650043838936fcf9cef4e4e2,2
0x2ea5e9e452f85f55be47504153f25740a5f3d78a,1
0x2ed0f4e9769591d8eff038abd884187c8101c7f3,1
0x2eeb17c2e810a80e76c37003f0540fd6c75dc236,1
0x2f26e567a5f64279172986f86985d4f4c068a7ff,1
0x2f595c056e785e13579128df27cad2968d034ba4,3
0x2fc3fd7c06adfc48736122ea33820038cc16dcdb,1
0x2fc5fe33b36f75219beb038db84049ffa74dc036,1
0x2fca32d86d133394f6548028a31b95adf3cc5efc,2
0x3090a8da23358422a98a0cc2ddeda51ebdeb27d0,1
0x30bcf4c98e6967eb7e9a2166df9a9b95848881f2,1
0x30cfb3b033df25673b35dc21a77329059d57a69b,2
0x30d41a62b6e36e72b4fed35236c3168f4369b2f5,1
0x30de4047b8de74f011e3d8337079e19fafd508a1,1
0xafaff1a605c373b43727136c995d21a7fcd08989,10
0x30f60a2c0860b4d1c2647d03bad8d8715d1370cd,1
0x30fc9d86149c9241fdd5450748f8cb6734e1fdef,2
0x315e1a5c796b734585c27e615b774441372fbd08,1
0x316090e23cc44e70245ba9846404413aca2df16f,5
0x31954682fe6b9d0904d6e8b00fd19d5b629ebaca,1
0x319dcd0306908ce08ffa6f5e5b6b6a4ff8ccb9de,2
0x31a406efbd18897c85a028ca2ad9bbf06febaa2c,3
0x31a95adaa9435f6381ab41b38c6c8150bcb845e9,1
0x32267d604f90acaf3469d7f34e5458093911fa9f,1
0x32791bbc7ddc9d0e6bd914f3b7f73747132a3a5b,1
0x327b9dee1830f8201efa751fd96f7b1ad0b300a1,3
0x328adb38154da8f93ce0ffc47c26055e1975299b,1
0x32ca3698bc7707102a7e0da52a383f1c881d80d7,1
0x32dc2cdc78cdd824db9ad1006e8659dc2ea8d29e,1
0x32e100b633a70b4f315945f7c18373297f9f8a9f,1
0x32fb7e574faeaaaf0440b609c117025c182f8c3b,1
0x330958aec4eca4308113202b5d8622e813466b2f,1
0x33231c4171e4d6a864c05b6db61467ec2424efa5,1
0x3327da45e4be37e57101f3a327cd166a335c3142,1
0x338158b504f95578d83c532956811f27bcfa439f,1
0x33a74ed005785a83295d3ebe7e9fee647c3b4246,1
0x33a7a9d626d8fa71db2b107fe219245425a347fc,1
0x33dde5b4f0db040c1b006f383b59e207936c90e5,1
0x340fd1b38e3344a8924dd54347cfddab0acb76a8,1
0x344aedd72a51bd30394f9f4cdb754cd4be3c7f51,1
0x344b1e4ac175f16d3ba40a688ca928e3768e275a,1
0x34868ed83815aaa53cd1f85032beaee678a9e8de,3
0x34da5465d14054756814ada90b50285d2ec72057,1
0x34ecfca1dd05f10bdfb2a6ea4678388a00791aef,3
0x34f73a47a027bc3c1db642df9ca54625d9b6b77f,1
0x3549e4a34b9cccb963767c6a455bd5e37bfe270c,2
0x3566ab5289cf2054cd1cd6fd064d7771a09d163b,1
0x359b0ceb2dabcbb6588645de3b480c8203aa5b76,1
0x35b661c7ecec99a0322f989d05d1bf9cf9049abb,1
0x35e6fc00e3f190a8dfe15faa219368a01028ec14,1
0x35e8171bb85a471c8e6b379c19515006dabff236,1
0x363abd787ffbb039a51716b756eceb46881788a8,1
0x3643da666ed15b633ef5fab12b0cd0972d1a809c,1
0x3676d68cd9d6c0032c4e2e24b46aeca9d4fd88e5,1
0x367bf4a80da0ed955dbefb228c60fdf20c2f85b2,2
0x36d9b6a89196042b5450b4687aa7c5c315c22aa9,1
0x36dd407ed089f6cbfe6624191faf9ddb06d2d7cc,1
0x372dd28450ee4c35b728fceadfeec7a9e99cc2e2,1
0x37b1884205cc47c2bf5cf5a0248946c4c0c85724,1
0x37e2bbc7b95810b064d80e02ad3421e30f428ef6,1
0x380180f6d556cae3b3a93b51d376b8c6a164a82a,1
